id,close
ID_323Sn2,55988.22182820607
ID_325SNW,56189.76797232233
ID_325uzE,55977.71828025448
ID_328qCx,56608.014851173226
ID_3293uJ,55988.22182820607
ID_329H37,56809.56099528951
ID_32DnK8,55977.71828025448
ID_32EeyA,56809.56099528951
ID_32H6TE,55977.71828025448
ID_32Hgdp,55977.71828025448
ID_32KbB4,55980.375240907124
ID_32KwLh,55980.375240907124
ID_32NAZU,55980.375240907124
ID_32NG9u,55977.71828025448
ID_32QXZB,55988.22182820607
ID_32RtNw,55977.71828025448
ID_32SBbT,55988.22182820607
ID_32TcJo,56608.014851173226
ID_32US8U,55987.928250854515
ID_32WsPF,55977.71828025448
ID_32X2os,56608.014851173226
ID_32Xyik,55988.22182820607
ID_32bgoA,55988.22182820607
ID_32bikm,56194.13533283234
ID_32bpeN,55980.375240907124
ID_32c8Zn,55980.375240907124
ID_32d5fZ,55989.663848199525
ID_32jaED,56192.01513190749
ID_32kvcY,55980.375240907124
ID_32mkpU,55999.873818799555
ID_32mwC9,55977.71828025448
ID_32mwwo,55977.71828025448
ID_32nVpo,56608.014851173226
ID_32nz3p,55988.22182820607
ID_32qLEF,55980.375240907124
ID_32rEqz,55977.71828025448
ID_32sMQs,55977.71828025448
ID_32sfVZ,55977.71828025448
ID_32smMB,55992.589188716076
ID_32tXtL,55980.375240907124
ID_32u25Q,55980.375240907124
ID_32uBYt,55977.71828025448
ID_32uMYp,55980.375240907124
ID_32vFvY,55977.71828025448
ID_32vTy4,55980.375240907124
ID_32vcUs,56191.8249698425
ID_32wExS,55987.928250854515
ID_32zfUL,55987.928250854515
ID_332BDv,56809.56099528951
ID_332yWf,55975.85586130714
ID_333CCE,55988.22182820607
ID_333sYS,55977.71828025448
ID_334imr,55992.589188716076
ID_335TWX,55977.71828025448
ID_339paj,55992.589188716076
ID_33A6dY,55977.71828025448
ID_33BPhv,55977.71828025448
ID_33DjjL,55975.85586130714
ID_33EF4V,55977.71828025448
ID_33FCfj,55977.71828025448
ID_33FF28,55988.22182820607
ID_33Gvss,55988.22182820607
ID_33LbPQ,55988.22182820607
ID_33NpPs,55977.71828025448
ID_33NuA6,55988.22182820607
ID_33VU2z,56809.56099528951
ID_33VpGs,55980.375240907124
ID_33Y9VK,56608.014851173226
ID_33b6EH,55992.589188716076
ID_33bbrz,55988.22182820607
ID_33crLN,55977.71828025448
ID_33fKqA,55977.71828025448
ID_33fpRD,55988.22182820607
ID_33ft29,55980.375240907124
