id,close
ID_323Sn2,20991.40854953521
ID_325SNW,11352.961101786117
ID_325uzE,6326.476261250118
ID_328qCx,20578.306501820658
ID_3293uJ,20992.86817859029
ID_329H37,12336.30427963958
ID_32DnK8,9293.987686191009
ID_32EeyA,23628.43182830914
ID_32H6TE,9276.919314121353
ID_32Hgdp,7152.847218666377
ID_32KbB4,18517.75747150089
ID_32KwLh,19007.347450666304
ID_32NAZU,22874.491756503838
ID_32NG9u,6954.3957737456385
ID_32QXZB,19380.29882078846
ID_32RtNw,7229.156968547944
ID_32SBbT,20989.162966373526
ID_32TcJo,20578.306501820658
ID_32US8U,10029.288236499875
ID_32WsPF,8826.00173886204
ID_32X2os,28829.782497878987
ID_32Xyik,19380.29882078846
ID_32bgoA,20989.162966373526
ID_32bikm,10892.391193227682
ID_32bpeN,9295.754135694668
ID_32c8Zn,11684.67671533309
ID_32d5fZ,8951.480803158789
ID_32jaED,9177.566425282295
ID_32kvcY,19146.237991204383
ID_32mkpU,8164.564750000311
ID_32mwC9,7532.308209750253
ID_32mwwo,7214.075216250042
ID_32nVpo,29352.023923572975
ID_32nz3p,12985.338256252751
ID_32qLEF,18367.29852197649
ID_32rEqz,7586.479585333232
ID_32sMQs,8676.299700260619
ID_32sfVZ,7189.802803000286
ID_32smMB,10009.568980332893
ID_32tXtL,15357.693127763709
ID_32u25Q,19146.237991204383
ID_32uBYt,8797.713500666963
ID_32uMYp,22310.64927008487
ID_32vFvY,7176.618717661181
ID_32vTy4,10918.704818933435
ID_32vcUs,7511.630766117708
ID_32wExS,8178.05460800031
ID_32zfUL,8498.903359999906
ID_332BDv,49153.99544989016
ID_332yWf,58137.23063814014
ID_333CCE,20991.40854953521
ID_333sYS,6874.86063466653
ID_334imr,9617.142025825993
ID_335TWX,10059.872700591184
ID_339paj,14592.517890477446
ID_33A6dY,7350.976382499708
ID_33BPhv,7068.989070778717
ID_33DjjL,59176.47119366763
ID_33EF4V,7549.562976000265
ID_33FCfj,7164.493828499811
ID_33FF28,20991.40854953521
ID_33Gvss,20991.40854953521
ID_33LbPQ,20987.703337318442
ID_33NpPs,8800.949326586157
ID_33NuA6,10434.81847774985
ID_33VU2z,12759.136295041199
ID_33VpGs,18603.9865726616
ID_33Y9VK,27371.161985499686
ID_33b6EH,28829.196275854298
ID_33bbrz,59527.05002500094
ID_33crLN,9593.210026750196
ID_33fKqA,8800.112301666406
ID_33fpRD,36485.909070267815
ID_33ft29,10460.548467499912
ID_33hXZG,13578.944121074022
ID_33kRQ8,58163.23679399873
ID_33oLY6,9360.65029899974
ID_33pZww,10526.795265313282
ID_33r6Hc,12325.955383664375
ID_33sLsm,13779.550957000496
ID_33tNvW,19146.237991204383
ID_33uKBm,8191.806720441435
ID_33umCa,7374.69758335311
ID_33vXX5,7096.2876357284695
ID_33wapu,5506.674492922131
ID_33x2hK,28823.546342464637
ID_33zH7n,14868.786340183566
ID_342RWF,20991.40854953521
ID_343VGj,18215.647814967306
ID_346Uah,9210.06120499978
ID_347tWW,11483.08981874967
ID_349aUY,6895.29809775014
ID_34AAAY,48661.70253700017
ID_34AybD,28830.384494164315
ID_34BNbK,8080.75541874993
ID_34DTZE,19201.728724200126
ID_34DhKJ,20989.162966373526
ID_34Hvnz,8006.800573857367
ID_34J7HK,8909.139017412532
ID_34Ke3A,7253.748353000167
ID_34QTg4,9275.4193594979
ID_34StgT,27561.6895105691
ID_34UF4v,8474.092424500252
ID_34W6Qv,7899.939636999845
ID_34Xbdg,7239.57291946686
ID_34Z5ho,10147.930807249873
ID_34dh7R,8853.041798666492
ID_34dncV,5362.027374998874
ID_34eWTp,11309.639617666608
ID_34gP63,30866.632704326545
ID_34grNw,28832.491458028097
ID_34hqFx,8627.430988000235
ID_34kPkr,20992.86817859029
ID_34sDhx,19146.237991204383
ID_34uee6,20989.162966373526
ID_34wwLJ,20992.86817859029
ID_34xJTi,11429.269074857617
ID_34yHJn,6152.76840633364
ID_34zbjR,7447.11469722922
ID_34zhXV,8202.478942579122
ID_352Tyn,40152.617005344655
ID_354fop,36593.736006326064
ID_357Ddk,8028.652264000315
ID_358DHW,30216.181417859963
ID_358atp,20824.778016866447
ID_35AF6g,9628.994212666606
ID_35AjJh,15305.86679713386
ID_35Atjo,20989.162966373526
ID_35E6V6,9718.966523749914
ID_35EcCB,20991.40854953521
ID_35G5hy,9296.409122034536
ID_35J4j5,59996.89295800029
ID_35KouZ,20989.162966373526
ID_35Lddt,6637.948623205154
ID_35Lr6w,24368.39769540073
ID_35N6Bp,10009.568980332893
ID_35Nunz,7070.596948862341
ID_35Nws4,6286.78312585088
ID_35W3pV,20992.86817859029
ID_35bpiU,20989.162966373526
ID_35dcz6,10661.109353749724
ID_35ecAU,10751.185179418078
ID_35evKT,7074.6268954067145
ID_35hQAd,9412.395726628358
ID_35i3pY,57066.43369866811
ID_35mGMc,9274.487111569531
ID_35nVSX,11523.643372408864
ID_35orCd,9745.247510999783
ID_35q27F,9255.490712499688
ID_35r94r,20991.40854953521
ID_35rrTJ,20992.86817859029
ID_35snXj,9592.405516371342
ID_35tMnA,9918.867377499668
ID_35tm2V,55015.99239450195
ID_35uYRm,7552.511695750055
ID_35v7vu,20992.86817859029
ID_35vcF5,9318.509744380557
ID_35vzi7,56344.637356748084
ID_35xDeg,10275.6762175001
ID_35xHJt,9128.020957487972
ID_35xKDQ,7435.403679750283
ID_362HSj,7713.046586472428
ID_363xyg,9172.184247674948
ID_364duh,9975.643988971138
ID_3666ue,10169.730379666922
ID_369eAJ,20989.162966373526
ID_36Ad5H,6132.454551961275
ID_36BaqB,8725.24650420005
ID_36Dp6c,28950.398732395795
ID_36EHiL,10280.19144875015
ID_36Em6y,8942.778666749713
ID_36FxXg,12763.269611192894
ID_36GJ2S,9210.213209783129
ID_36KY5P,20992.86817859029
ID_36Lmo8,58633.57592419349
ID_36MXuR,9799.587375427747
ID_36PDJ2,8017.471912886434
ID_36Qp5t,7143.719945250071
ID_36SQnM,8350.257730811578
ID_36Sbc8,8661.102565194024
ID_36U4Wh,20992.86817859029
ID_36U7hw,19384.67835818097
ID_36Uj3a,26723.64340152498
ID_36VKJx,9467.01553918026
ID_36VkVG,13747.017845500068
ID_36Vqkc,11922.481074250069
ID_36VsCN,10581.0267989646
ID_36Wbz8,7482.05779800005
ID_36XdVf,10464.053823578543
ID_36Ytbm,11713.724837218368
ID_36a3hA,9179.818689399117
ID_36a7ZU,10321.803831176681
ID_36bY7L,10306.392866425838
ID_36cA3R,19146.237991204383
ID_36eEdX,8190.024135674471
ID_36hqP3,18699.685758571864
ID_36hvZX,28829.782497878987
ID_36iA84,28830.89738480298
ID_36iPGt,9317.043408666266
ID_36jCBk,8121.712622249902
ID_36jXuQ,20840.74333275046
ID_36jrqc,10843.192689500373
ID_36kPXq,8633.76875399987
ID_36kYF8,28836.346818920196
ID_36kcFq,9345.326607249772
ID_36mBbF,20987.703337318442
ID_36n9Dm,28831.561319250744
ID_36nERT,10088.554066222106
ID_36nWVi,20987.703337318442
ID_36noRn,39305.97592999959
ID_36oS7S,11401.208169378297
ID_36oxVv,6599.48717248126
ID_36pbUS,19384.67835818097
ID_36r3SD,57547.53934274976
ID_36rDUG,13039.283038667023
ID_36s3RH,8087.983069999674
ID_36s7Uh,9153.833149407837
ID_36uVHy,7988.907776646528
ID_36y7TC,18258.904867151952
ID_36ziZF,28829.782497878987
ID_3734bx,10965.340417500269
ID_3735Qq,8545.706833999726
ID_373EgJ,19375.96201059002
ID_375ypQ,7051.718979500119
ID_376EQn,36485.909070267815
ID_379LXY,10592.611454249989
ID_37Ai8w,20808.37974326355
ID_37B4Em,9289.10077849973
ID_37Bdk7,10765.776370249769
ID_37Bip4,8301.180717846226
ID_37EkpJ,9671.545859750255
ID_37EnRM,10709.59717799974
ID_37GisM,9308.25386884113
ID_37GpdS,7245.023081999834
ID_37Kxen,8200.921201750212
ID_37MPW2,9345.024265250158
ID_37MwE2,9643.763585695997
ID_37RSQA,11872.86045858937
ID_37RYm2,20989.162966373526
ID_37SPxJ,8144.060962837315
ID_37Tuxs,10716.088743603335
ID_37Xtzo,7932.248994750355
ID_37YceQ,16422.99538786619
ID_37ZxN4,11433.21372950041
ID_37btMV,15798.209565061967
ID_37cf8r,9006.446669999872
ID_37djGP,7346.028744999799
ID_37dsiR,9452.760842363534
ID_37egks,8689.865044051845
ID_37f4hF,28829.492927662166
ID_37fhsZ,8612.185835697814
ID_37fojY,9303.466390000278
ID_37gUJm,7155.432856333107
ID_37gckr,7492.748430530541
ID_37hGfm,21269.488767092862
ID_37iq2r,19366.689304500596
ID_37jhFF,9772.288266500262
ID_37pfK9,9309.935123333598
ID_37pohh,6917.121611500127
ID_37qRJZ,9199.126938000227
ID_37qmAj,9963.614898687663
ID_37tcX5,9287.647591436193
ID_37uspV,15011.352037853196
ID_382Fk9,8753.071074999893
ID_383BDS,8245.325399203368
ID_383By6,20989.162966373526
ID_385Q3L,20992.86817859029
ID_38AFdn,8474.092424500252
ID_38Ba5R,26085.199676475182
ID_38CBU4,20989.162966373526
ID_38Da8p,19146.237991204383
ID_38ESeN,17955.445030000057
ID_38EWiH,9701.212052251893
ID_38F6vw,47333.57000466707
ID_38Fidz,21269.488767092862
ID_38Fz7B,9315.510104410703
ID_38HWzL,20989.162966373526
ID_38JcYU,6166.522134438797
ID_38LLFD,10706.554289191972
ID_38LNS8,10617.419353999587
ID_38QVvj,9158.149359666279
ID_38SM3H,20989.162966373526
ID_38UjD5,57970.27986255102
ID_38VzbD,7542.259293250198
ID_38Ya9H,5331.28208975001
ID_38bsE5,11410.731986851886
ID_38cwzQ,8099.076204367757
ID_38dw2E,29393.451103263928
ID_38g38u,9240.950045499952
ID_38hGrt,28829.196275854298
ID_38iSiZ,8266.417032960619
ID_38inSx,23476.64966895304
ID_38nkGa,22634.22205182601
ID_38oKD6,6738.906273232488
ID_38ogCA,9714.311504333766
ID_38psdE,59243.990410360624
ID_38qJxc,10983.149246171577
ID_38qnY7,8807.799716091693
ID_38rXYJ,18576.11534725054
ID_38sG2h,27561.6895105691
ID_38sQdr,47513.93832675061
ID_38w8mz,47229.48427349908
ID_38xSxy,7467.635609292348
ID_38yvjE,19127.606910333085
ID_38zEuK,6681.005364000179
ID_38zRbi,27561.6895105691
ID_3946sm,12866.896102249702
ID_396o4w,8439.897005949591
ID_397gNk,10038.319896685187
ID_398a8B,8863.690255749972
ID_39B3ZA,9048.03894933316
ID_39BNXp,9186.47133804806
ID_39DcaQ,20808.37974326355
ID_39JsPx,28832.645237093522
ID_39KxQL,9338.21446174978
ID_39MVFE,20989.162966373526
ID_39N87F,11821.73347395102
ID_39P6RZ,7521.414679333459
ID_39PMnk,20987.703337318442
ID_39VP9X,27561.6895105691
ID_39XGKq,9534.351244810614
ID_39XnyF,7085.344464885617
ID_39YtM4,20987.703337318442
ID_39cbtr,11346.9164269964
ID_39csHQ,57547.53934274976
ID_39czvp,20992.86817859029
ID_39dDrt,5473.839555442632
ID_39dFxE,20989.162966373526
ID_39eJxL,20992.86817859029
ID_39fCZa,10226.940328846524
ID_39iKKd,10808.03693448787
ID_39iQ5g,59877.22006604959
ID_39idV7,9738.2294836664
ID_39k8gk,20824.778016866447
ID_39n33Q,11241.011343828448
ID_39nccq,15539.939294447144
ID_39oU22,7243.596966378869
ID_39pDKr,26107.160448400136
ID_39qWui,5609.901507750114
ID_39s2jS,18087.338437750255
ID_39sr3q,9005.600568177924
ID_39tNks,28829.782497878987
ID_39w9j5,9556.498020000327
ID_39wCPt,9707.84516525031
ID_39wU4s,7148.341341497314
ID_39yNNN,8320.467537006381
ID_39yZYN,7988.599113325976
ID_3A39Rs,9014.068947466696
ID_3A3pU4,19560.528507649902
ID_3A3vzr,9542.868943333535
ID_3A4wZZ,28828.20526525519
ID_3A92KH,10197.380426813803
ID_3A93x9,20808.37974326355
ID_3AABZj,9199.171114999828
ID_3AC97o,5400.998460998377
ID_3ADVWv,10111.69363785029
ID_3AEam8,6092.3870837069435
ID_3AF3cw,6768.532294293677
ID_3AFdMz,8571.78029214009
ID_3AGfMD,6708.028827666741
ID_3AKjBm,20992.86817859029
ID_3APXXc,20991.40854953521
ID_3ASAKi,59040.97806075125
ID_3ATAS6,10870.808757333427
ID_3AVBP9,7303.450249469335
ID_3AZhnK,7514.7167265001
ID_3AZs8x,8853.728084278597
ID_3AaW5a,30041.703433911738
ID_3Aaq94,24937.090222930558
ID_3AbEA8,9732.558875249866
ID_3AciyT,9349.527850000155
ID_3AdKbE,20992.86817859029
ID_3AhLSw,9320.687067154679
ID_3Ahgk3,24346.628258179826
ID_3Ai55p,9684.569223110862
ID_3AjwdN,19146.237991204383
ID_3AkRkr,8017.471912886434
ID_3AkSnL,26427.512995420362
ID_3AknTG,44604.961239580356
ID_3AnTAW,9006.446669999872
ID_3AnZQK,6601.046686226143
ID_3AqRzV,11924.293288499479
ID_3AtjVm,5892.85296775014
ID_3AuuBb,9658.935122833826
ID_3Av9QU,11891.2328520004
ID_3AxFrF,22807.484481334068
ID_3AxZrC,25386.124053671065
ID_3AyHuK,13255.45528275024
ID_3AytVM,11877.504575865629
ID_3AzqzU,8675.580156141728
ID_3Azyc4,9430.83000006797
ID_3B25U3,9502.901483999714
ID_3B3AXg,7119.995178124162
ID_3B4w6Z,20991.40854953521
ID_3B57n8,18363.28728921893
ID_3B7R4U,9252.167469749673
ID_3B7Yt7,8648.156739960348
ID_3B9AXn,16441.36255804857
ID_3BDDiW,7494.217943825062
ID_3BETgx,7182.172141622446
ID_3BFWhi,20989.162966373526
ID_3BGQ4H,48514.07355375049
ID_3BGdui,9462.885474499688
ID_3BGmbt,19366.689304500596
ID_3BGwGf,27026.858677920372
ID_3BJiLd,16162.489193736965
ID_3BKG5D,10546.719000667
ID_3BKwpq,20987.703337318442
ID_3BL4DR,18576.11534725054
ID_3BLbEA,9148.913184855272
ID_3BLxCW,32939.03115413337
ID_3BMVb2,7235.327471838971
ID_3BNDTY,20992.86817859029
ID_3BRZop,7201.575455000142
ID_3BT8uU,8300.515677574393
ID_3BUkA4,9528.958156735953
